139.969527,35.762832
9.0813895,45.6283398
12.381368,42.005474
6.975904,51.622777
-113.620884,53.523051
10.707475,45.457231
2.778552,48.8741880655
8.46957,50.186399
130.810874,33.873001
1.156885,41.087876
5.237256,51.947057
4.5934009552,50.7021930679
10.197361,56.1368302275
12.6467657089,43.9861761217
114.041647,22.312729
10.2308249474,44.7088194664
1.1578130722,41.0857450962
6.878294,50.800454
0.716814858091,51.5326208812
12.34033871,55.659217
-0.536363,51.546223
-5.3103524,35.8891516
12.269948,44.336101
139.129448533,35.2453781365
8.22691440582,50.0834994197
54.6073293686,24.484414663
92.9596781731,55.9958729825
4.3503177166,52.0553669295
-76.438372,40.322459
-76.646031,37.23165279
-77.4497168165,37.8244279026
-97.064668,32.7574284
-83.8209379,42.797974
-71.065324,42.37805
-121.435246,38.592685
-111.925218,40.7327717543
-73.4275078,41.1435262
-74.0719550333,40.8730334167
-81.467871666,28.4755076802
-81.5493679047,28.3741267497
-82.552723,28.725216
-122.233525,38.136996
-82.424966,28.038357
-86.11556,42.77659
-70.4292726517,43.5280777771
-81.46622994,28.47278861
-98.5975702,29.58172945
-117.15434176,32.73511122
-81.5515780449,28.3738907517
-117.410974503,47.7533910866
-87.9832363129,44.5323094633
-81.007438302,29.227930339
-118.592222222,34.4272222222
-87.9356110096,42.3681638074
-122.0142138,36.964853
-117.918298244,33.8121073745
-117.922096252,33.8117753186
-117.919135094,33.8132595316
-117.919076085,33.8151938726
-117.91798979,33.8122321737
-1.882962,52.986551
115.165331,-8.695247
-4.095538,36.752182
24.1305638,57.0020048
23.329853,42.668937
112.75733,-7.35042
2.599618,51.082086
14.49088564,50.10419494
7.103365,43.570584
-0.662771,50.785137
153.317721,-27.864532
-9.246942,38.708442
100.502342,13.854924
4.74746704102,46.761031926
114.834423065,4.93674088377
103.902515,1.298267
-63.8126277924,10.9909072134
49.1003036499,55.8097465947
-47.0084381104,-23.0982073245
10.5507427454,56.425898
153.315646648,-27.8637966844
3.81679563,51.4725833
-3.1857681,53.369897604
-77.0045042038,-12.0814985072
3.3928966,51.3011362
127.018303871,37.4341471059
20.0473666191,49.9856967347
114.183891,22.281876
21.2639844418,40.5182862282
139.879506826,35.633431077
17.6283949614,47.1312296391
136.728630066,35.0286961306
-82.6825,41.48
-81.757287,41.440723
-80.0785732269,42.0478267122
-74.871367,40.185788
-81.465806365,28.4096252918
-71.6860485077,44.0480231937
-74.8728346825,40.1839649677
-74.262896,40.553893
51.51990566,-0.09182811
51.520058,-0.091736
51.5219196,-0.1821302
51.521617,-0.131736
51.54255,0.00024
51.542339,-0.07193
51.5196996,-0.0936637
51.594769,-0.141896
51.613033437,-0.176811218262
51.624144,-0.10261
51.61616,-0.07829
51.61617,-0.0783
51.594452,-0.112895
51.593938,-0.113218
51.55496,-0.11847
51.571535,-0.198248
51.5348292,-0.1478977
51.54423,-0.20082
51.473478,-0.037058
51.500493,-0.055074
51.3937768071,-0.0642657279968
51.4421068,-0.0143402
51.481331,-0.025264
51.480049,-0.025745
51.466873,-0.266074
51.50639,-0.26462
51.5124091,-0.119884
51.5124091,-0.119884
51.538374,-0.057061
51.5202130905,-0.0926113128662
51.520588,-0.094273
51.519949,-0.094441
51.51990566,-0.09182811
51.520148,-0.094613
51.520058,-0.091736
51.517606,-0.0989201
51.643466,-0.183791
51.646063,-0.191617
51.5458546567,-0.103597640991
51.5219196,-0.1821302
51.5128368,-0.1614488
51.4914308934,-0.158486366272
51.48239,-0.13625
51.516776,-0.155153
51.521617,-0.131736
51.56017,-0.012374
51.50279,-0.01892
51.5410095,-0.0016755
51.542714,0.000678
51.54255,0.00024
51.5393742,-0.0002547
51.5394222,-0.0002145
51.506476,0.015566
51.5032665173,0.0043773651123
51.583245,-0.012923
51.583438,-0.018864
51.594736,0.022606
51.5949615,0.0222517
51.5187844266,-0.0590085983276
51.5314963,-0.0567174
51.53157,-0.05971
51.5297252472,-0.0567126274109
51.531314,-0.022277
51.531801,-0.022938
51.63154,0.00258
51.557161,-0.056591
51.570178,-0.054536
51.542339,-0.07193
51.5456229,-0.0614202
51.5239375,-0.0960094
51.5252,-0.09401
51.5196996,-0.0936637
51.5155464009,-0.0916457176208
51.49597448,-0.17637134
51.594769,-0.141896
51.5916487,-0.1441394
51.613033437,-0.176811218262
51.6054911096,-0.173764228821
51.604483,-0.174843
51.624144,-0.10261
51.5757148,-0.0860123
51.562166,-0.077259
51.6032521564,-0.0658857822418
51.61616,-0.07829
51.6030977,-0.057399
51.61617,-0.0783
51.5385988,-0.1023229
51.5386951,-0.1015509
51.538591,-0.101365
51.60143,-0.11808
51.597217,-0.109157
51.594452,-0.112895
51.593938,-0.113218
51.5885707,-0.164102
51.567709,-0.101718
51.5682654,-0.0991776
51.567822,-0.101352
51.5652855,-0.105796
51.555702,-0.098595
51.554987,-0.119711
51.5577162,-0.1191729
51.5530521,-0.1239877
51.557807,-0.119046
51.550485,-0.118098
51.55496,-0.11847
51.5575843,-0.1189492
51.581937,-0.120348
51.5369296,-0.1460151
51.5364261,-0.1436991
51.5348292,-0.1478977
51.53716,-0.144542
51.5378413,-0.1448442
51.5688010143,-0.227837562561
51.559932,-0.219108
51.5559144,-0.1738202
51.584103,-0.219501
51.5516,-0.1409546
51.54423,-0.20082
51.52925269,-0.17101765
51.48101006,-0.00545025
51.487582,0.006876
51.482142,-0.005403
51.48389,-0.00349
51.482227,-0.00516
51.482163,-0.0043938
51.473478,-0.037058
51.4760814,-0.0480301
51.4750291,-0.0340195
51.4745404394,-0.0695872306824
51.4690529,-0.0678589
51.500493,-0.055074
51.4908728,-0.0973441
51.4874573,-0.0972124
51.417847,-0.080706
51.4965538,-0.0935492
51.4970383,-0.0941219
51.41258,-0.053473
51.41258,-0.053473
51.444027,-0.088047
51.4493601848,-0.0914418697357
51.435849,-0.091697
51.4463948,-0.0500679
51.398313,-0.085509
51.3978409767,-0.0857609510422
51.3937768071,-0.0642657279968
51.46478,0.00962
51.472099,-0.0914322
51.4867813,0.03480434
51.478,-0.02753
51.4795091,-0.0320982
51.481331,-0.025264
51.4784569,-0.0232708
51.480049,-0.025745
51.4824309,-0.1806813
51.4751455,-0.2501792
51.4722313,-0.2470283
51.466873,-0.266074
51.443079,-0.226384
51.437783,-0.231493
51.4217633,-0.1290392
51.4234923,-0.1300887
51.45367,-0.19198
51.4998737745,-0.141363143921
51.407148,-0.229475
51.409122,-0.228921
51.410572,-0.229022
51.493509,-0.168683
51.4936559,-0.1682936
51.488743,-0.192243
51.4749533,-0.2063385
51.4770096,-0.2023832
51.4783098,-0.2060537
51.4772077,-0.2018997
51.47677,-0.203314
51.496161,-0.174565
51.497362448,-0.17436504364
51.495725,-0.175326
51.495929,-0.177483
51.4976029001,-0.174279212952
51.497642,-0.174161
51.4736194,-0.1332451
51.515365,-0.220031
51.5157492,-0.205675
51.50853,-0.232365
51.5110999,-0.2295388
51.503328,-0.231719
51.4969616916,-0.210628509521
51.4964,-0.210392
51.5154462521,-0.178785324097
51.51287,-0.181471
51.506965,-0.26002
51.50639,-0.26462
51.490357,-0.230691
51.514344,-0.337272
51.5095905031,-0.32735824585
51.5248594,-0.1225789
51.52504,-0.121557
51.5232931,-0.1224082
51.5124091,-0.119884
51.512812,-0.120884
51.5124091,-0.119884
51.533843,-0.153339
51.5060446381,-0.117480754852
51.4585009,-0.0622121
51.4737407,-0.0890544
51.434728,-0.199149
51.419684,-0.20341
51.5221671,-0.1270312
51.52081,-0.071982
51.507913,-0.094743
51.56017,-0.012374
51.5406,-0.0963
51.560374,-0.073894
51.5317,0.0383
51.532619,-0.0570937
51.4861132132,-0.0510692596436
51.61773,0.060735
51.593938,-0.113218
51.514383,-0.100734
51.522413,-0.105282
51.557807,-0.119046
